PARTITION,NODELIST,CPUS,MEMORY,GRES,STATE,AVAIL_FEATURES
sched_system_all,node575,32,128000,(null),idle,node575,centos7
sched_system_all,node576,32,128000,(null),idle,node576,centos7
sched_system_all,node577,32,128000,(null),idle,node577,centos7
sched_system_all,node578,32,128000,(null),idle,node578,centos7
sched_system_all,node579,32,128000,(null),idle,node579,centos7
sched_system_all,node595,32,128000,(null),idle,node595,centos7
sched_system_all,node596,32,128000,(null),idle,node596,centos7
sched_system_all,node597,32,128000,(null),idle,node597,centos7
sched_system_all,node598,32,128000,(null),idle,node598,centos7
sched_system_all,node600,32,128000,(null),idle,node600,centos7
sched_system_all,node604,32,128000,(null),idle,node604,centos7
sched_system_all,node606,32,128000,(null),idle,node606,centos7
sched_system_all,node607,32,128000,(null),idle,node607,centos7
sched_system_all,node608,32,128000,(null),idle,node608,centos7
sched_system_all,node609,32,128000,(null),idle,node609,centos7
sched_system_all,node610,32,128000,(null),idle,node610,centos7
sched_system_all,node613,32,128000,(null),idle,node613,centos7
sched_system_all,node614,32,128000,(null),idle,node614,centos7
sched_system_all,node615,32,128000,(null),idle,node615,centos7
sched_system_all,node616,32,128000,(null),idle,node616,centos7
sched_system_all,node617,32,128000,(null),idle,node617,centos7
sched_system_all,node618,32,128000,(null),idle,node618,centos7
sched_system_all,node621,28,128000,(null),idle,node621,centos7
sched_system_all,node623,28,128000,(null),idle,node623,centos7
sched_system_all,node624,28,128000,(null),idle,node624,centos7
sched_system_all,node625,28,128000,(null),idle,node625,centos7
sched_system_all,node626,28,128000,(null),idle,node626,centos7
sched_system_all,node627,28,128000,(null),idle,node627,centos7
sched_system_all,node628,28,128000,(null),idle,node628,centos7
sched_system_all,node629,28,128000,(null),idle,node629,centos7
sched_system_all,node631,28,128000,(null),idle,node631,centos7
sched_system_all,node632,28,128000,(null),idle,node632,centos7
sched_system_all,node633,28,128000,(null),idle,node633,centos7
sched_system_all,node634,28,128000,(null),idle,node634,centos7
sched_system_all,node635,28,128000,(null),idle,node635,centos7
sched_system_all,node636,28,128000,(null),idle,node636,centos7
sched_system_all,node637,28,128000,(null),idle,node637,centos7
sched_system_all,node639,28,128000,(null),idle,node639,centos7
sched_system_all,node640,28,128000,(null),idle,node640,centos7
sched_system_all,node641,28,128000,(null),idle,node641,centos7
sched_system_all,node642,28,128000,(null),idle,node642,centos7
sched_system_all,node644,28,128000,(null),idle,node644,centos7
sched_system_all,node645,28,128000,(null),idle,node645,centos7
sched_system_all,node646,28,128000,(null),idle,node646,centos7
sched_system_all,node647,28,128000,(null),idle,node647,centos7
sched_system_all,node648,28,128000,(null),idle,node648,centos7
sched_system_all,node649,28,128000,(null),idle,node649,centos7
sched_system_all,node650,28,128000,(null),idle,node650,centos7
sched_system_all,node651,28,128000,(null),idle,node651,centos7
sched_system_all,node652,28,128000,(null),idle,node652,centos7
sched_system_all,node653,28,128000,(null),idle,node653,centos7
sched_system_all,node654,28,128000,(null),idle,node654,centos7
sched_system_all,node655,28,128000,(null),idle,node655,centos7
sched_system_all,node656,28,128000,(null),idle,node656,centos7
sched_system_all,node657,28,128000,(null),idle,node657,centos7
sched_system_all,node658,28,128000,(null),idle,node658,centos7
sched_system_all,node659,28,128000,(null),idle,node659,centos7
sched_system_all,node660,28,128000,(null),idle,node660,centos7
sched_system_all,node662,28,128000,(null),idle,node662,centos7
sched_system_all,node663,28,128000,(null),idle,node663,centos7
sched_system_all,node664,28,128000,(null),idle,node664,centos7
sched_system_all,node665,32,128000,(null),idle,node665,centos7
sched_system_all,node667,32,128000,(null),idle,node667,centos7
sched_system_all,node669,28,128000,(null),idle,node669,centos7
sched_system_all,node670,28,128000,(null),idle,node670,centos7
sched_system_all,node671,28,128000,(null),idle,node671,centos7
sched_system_all,node672,28,128000,(null),idle,node672,centos7
sched_system_all,node674,28,128000,(null),idle,node674,centos7
sched_system_all,node676,28,128000,(null),idle,node676,centos7
sched_system_all,node677,28,128000,(null),idle,node677,centos7
sched_system_all,node678,28,128000,(null),idle,node678,centos7
sched_system_all,node680,28,128000,(null),idle,node680,centos7
sched_system_all,node681,28,128000,(null),idle,node681,centos7
sched_system_all,node682,28,128000,(null),idle,node682,centos7
sched_system_all,node684,28,128000,(null),idle,node684,centos7
sched_system_all,node685,28,128000,(null),idle,node685,centos7
sched_system_all,node686,28,128000,(null),idle,node686,centos7
sched_system_all,node687,28,128000,(null),idle,node687,centos7
sched_system_all,node688,28,128000,(null),idle,node688,centos7
sched_system_all,node702,28,128000,(null),idle,node702,centos7
sched_system_all,node710,28,128000,(null),idle,node710,centos7
sched_system_all,node712,28,128000,(null),idle,node712,centos7
sched_system_all,node713,28,128000,(null),idle,node713,centos7
sched_system_all,node714,28,128000,(null),idle,node714,centos7
sched_system_all,node715,28,128000,(null),idle,node715,centos7
sched_system_all,node716,28,128000,(null),idle,node716,centos7
sched_system_all,node718,28,128000,(null),idle,node718,centos7
sched_system_all,node720,28,128000,(null),idle,node720,centos7
sched_system_all,node722,28,128000,(null),idle,node722,centos7
sched_system_all,node723,28,128000,(null),idle,node723,centos7
sched_system_all,node724,28,128000,(null),idle,node724,centos7
sched_system_all,node726,28,128000,(null),idle,node726,centos7
sched_system_all,node728,28,128000,(null),idle,node728,centos7
sched_system_all,node730,28,128000,(null),idle,node730,centos7
sched_system_all,node732,28,128000,(null),idle,node732,centos7
sched_system_all,node740,28,128000,gpu:2,idle,node740,centos7
sched_system_all,node741,28,128000,gpu:2,idle,node741,centos7
sched_system_all,node743,28,128000,gpu:1,idle,node743,centos7
sched_system_all,node745,28,128000,gpu:2,idle,node745,centos7
sched_system_all,node746,28,128000,gpu:2,idle,node746,centos7
sched_system_all,node747,28,128000,gpu:2,idle,node747,centos7
sched_system_all,node749,28,128000,gpu:2,idle,node749,centos7
sched_system_all,node750,28,128000,gpu:2,idle,node750,centos7
sched_system_all,node751,28,128000,gpu:2,idle,node751,centos7
sched_system_all,node752,28,128000,gpu:2,idle,node752,centos7
sched_system_all,node753,28,128000,gpu:2,idle,node753,centos7
sched_system_all,node754,28,128000,gpu:2,idle,node754,centos7
sched_system_all,node756,28,128000,gpu:2,idle,node756,centos7
sched_system_all,node966,28,64000,(null),idle,node966,centos7
sched_system_all,node969,28,64000,(null),idle,node969,centos7
sched_system_all,node970,28,257000,gpu:4,idle,node970,centos7
sched_system_all,node971,32,95000,(null),idle,node971,centos7
sched_system_all,node972,32,95000,(null),idle,node972,centos7
sched_system_all,node973,32,95000,(null),idle,node973,centos7
sched_system_all,node974,32,95000,(null),idle,node974,centos7
sched_system_all,node975,32,95000,(null),idle,node975,centos7
sched_system_all,node976,32,95000,(null),idle,node976,centos7
sched_system_all,node977,32,95000,(null),idle,node977,centos7
sched_system_all,node978,32,95000,(null),idle,node978,centos7
sched_system_all,node979,32,95000,(null),idle,node979,centos7
sched_system_all,node980,32,95000,(null),idle,node980,centos7
sched_system_all,node984,32,95000,(null),idle,node984,centos7
sched_system_all,node985,32,95000,(null),idle,node985,centos7
sched_system_all,node986,32,95000,(null),idle,node986,centos7
sched_system_all,node987,32,95000,(null),idle,node987,centos7
sched_system_all,node988,32,95000,(null),idle,node988,centos7
sched_system_all,node989,32,95000,(null),idle,node989,centos7
sched_system_all,node990,32,95000,(null),idle,node990,centos7
sched_system_all,node991,32,95000,(null),idle,node991,centos7
sched_system_all,node992,32,95000,(null),idle,node992,centos7
sched_system_all,node993,32,95000,(null),idle,node993,centos7
sched_system_all,node994,32,95000,(null),idle,node994,centos7
sched_system_all,node995,32,95000,(null),idle,node995,centos7
sched_system_all,node996,32,95000,(null),idle,node996,centos7
sched_system_all,node997,32,95000,(null),idle,node997,centos7
sched_system_all,node998,32,95000,(null),idle,node998,centos7
sched_system_all,node999,32,95000,(null),idle,node999,centos7
sched_system_all,node1001,32,95000,(null),idle,node1001,centos7
sched_system_all,node1002,32,95000,(null),idle,node1002,centos7
sched_system_all,node1003,32,95000,(null),idle,node1003,centos7
sched_system_all,node1004,32,95000,(null),idle,node1004,centos7
sched_system_all,node1005,32,95000,(null),idle,node1005,centos7
sched_system_all,node1006,32,95000,(null),idle,node1006,centos7
sched_system_all,node1007,32,95000,(null),idle,node1007,centos7
sched_system_all,node1008,32,95000,(null),idle,node1008,centos7
sched_system_all,node1009,32,95000,(null),idle,node1009,centos7
sched_system_all,node1010,32,95000,(null),idle,node1010,centos7
sched_system_all,node1011,32,95000,(null),idle,node1011,centos7
sched_system_all,node1012,32,95000,(null),idle,node1012,centos7
sched_system_all,node1013,32,95000,(null),idle,node1013,centos7
sched_system_all,node1014,32,95000,(null),idle,node1014,centos7
sched_system_all,node1015,28,95000,(null),idle,node1015,centos7
sched_system_all,node1016,28,95000,(null),idle,node1016,centos7
sched_system_all,node1017,28,95000,(null),idle,node1017,centos7
sched_system_all,node1019,36,191000,(null),idle,node1019,centos7
sched_system_all,node1021,36,191000,(null),idle,node1021,centos7
sched_system_all,node1022,36,191000,(null),idle,node1022,centos7
sched_system_all,node1023,36,191000,(null),idle,node1023,centos7
sched_system_all,node1024,36,191000,(null),idle,node1024,centos7
sched_system_all,node1025,36,191000,(null),idle,node1025,centos7
sched_system_all,node1026,36,191000,(null),idle,node1026,centos7
sched_system_all,node1028,36,191000,(null),idle,node1028,centos7
sched_system_all,node1030,36,191000,(null),idle,node1030,centos7
sched_system_all,node1036,24,63000,(null),idle,node1036,centos7
sched_system_all,node1037,24,63000,(null),idle,node1037,centos7
sched_system_all,node1038,28,95000,gpu:4,idle,node1038,centos7
sched_system_all,node1039,28,95000,gpu:4,idle,node1039,centos7
sched_system_all,node1041,20,31000,(null),idle,node1041,centos7
sched_system_all,node1042,20,31000,(null),idle,node1042,centos7
sched_system_all,node1043,20,31000,(null),idle,node1043,centos7
sched_system_all,node1044,20,31000,(null),idle,node1044,centos7
sched_system_all,node1045,20,31000,(null),idle,node1045,centos7
sched_system_all,node1046,20,31000,(null),idle,node1046,centos7
sched_system_all,node1047,20,31000,(null),idle,node1047,centos7
sched_system_all,node1049,20,31000,(null),idle,node1049,centos7
sched_system_all,node1050,20,31000,(null),idle,node1050,centos7
sched_system_all,node1051,20,31000,(null),idle,node1051,centos7
sched_system_all,node1052,20,31000,(null),idle,node1052,centos7
sched_system_all,node1053,20,31000,(null),idle,node1053,centos7
sched_system_all,node1056,20,31000,(null),idle,node1056,centos7
sched_system_all,node1057,20,31000,(null),idle,node1057,centos7
sched_system_all,node1060,20,31000,(null),idle,node1060,centos7
sched_system_all,node1072,20,31000,(null),idle,node1072,centos7
sched_system_all,node1083,16,31000,(null),idle,node1083,centos7
sched_system_all,node1084,16,31000,(null),idle,node1084,centos7
sched_system_all,node1085,16,31000,(null),idle,node1085,centos7
sched_system_all,node1086,16,31000,(null),idle,node1086,centos7
sched_system_all,node1090,16,31000,(null),idle,node1090,centos7
sched_system_all,node1091,16,31000,(null),idle,node1091,centos7
sched_system_all,node1092,16,31000,(null),idle,node1092,centos7
sched_system_all,node1093,16,31000,(null),idle,node1093,centos7
sched_system_all,node1094,16,31000,(null),idle,node1094,centos7
sched_system_all,node1097,16,31000,(null),idle,node1097,centos7
sched_system_all,node1098,16,31000,(null),idle,node1098,centos7
sched_system_all,node1099,16,31000,(null),idle,node1099,centos7
sched_system_all,node1101,16,31000,(null),idle,node1101,centos7
sched_system_all,node1104,20,128000,gpu:4,idle,node1104,centos7
sched_system_all,node1105,20,128000,gpu:4,idle,node1105,centos7
sched_system_all,node1106,20,128000,gpu:4,idle,node1106,centos7
sched_system_all,node1107,28,578000,(null),idle,node1107,centos7
sched_system_all,node1108,28,578000,(null),idle,node1108,centos7
sched_system_all,node1109,28,578000,(null),idle,node1109,centos7
sched_system_all,node1110,28,578000,(null),idle,node1110,centos7
sched_system_all,node1115,64,385000,gpu:4,idle,node1115,centos7
sched_system_all,node1116,64,385000,gpu:4,idle,node1116,centos7
sched_system_all,node1118,64,385000,gpu:4,idle,node1118,centos7
sched_system_all,node1122,64,385000,gpu:4,idle,node1122,centos7
sched_system_all,node1124,64,385000,gpu:4,idle,node1124,centos7
sched_system_all,node1125,64,385000,gpu:4,idle,node1125,centos7
sched_system_all,node1126,64,385000,gpu:4,idle,node1126,centos7
sched_system_all,node1127,64,385000,gpu:4,idle,node1127,centos7
sched_system_all,node1128,64,385000,gpu:4,idle,node1128,centos7
sched_system_all,node1129,64,385000,gpu:4,idle,node1129,centos7
sched_system_all,node1130,64,385000,gpu:4,idle,node1130,centos7
sched_system_all,node1133,40,191000,(null),idle,node1133,centos7
sched_system_all,node1134,40,191000,(null),idle,node1134,centos7
sched_system_all,node1135,40,191000,(null),idle,node1135,centos7
sched_system_all,node1136,40,191000,(null),idle,node1136,centos7
sched_system_all,node1137,40,191000,(null),idle,node1137,centos7
sched_system_all,node1138,40,191000,(null),idle,node1138,centos7
sched_system_all,node1139,40,191000,(null),idle,node1139,centos7
sched_system_all,node1140,40,191000,(null),idle,node1140,centos7
sched_system_all,node1141,40,191000,(null),idle,node1141,centos7
sched_system_all,node1142,40,191000,(null),idle,node1142,centos7
sched_system_all,node1143,40,191000,(null),idle,node1143,centos7
sched_system_all,node1144,40,191000,(null),idle,node1144,centos7
sched_system_all,node1146,40,191000,(null),idle,node1146,centos7
sched_system_all,node1147,40,191000,(null),idle,node1147,centos7
sched_system_all,node1148,40,191000,(null),idle,node1148,centos7
sched_system_all,node1149,40,191000,(null),idle,node1149,centos7
sched_system_all,node1150,40,191000,(null),idle,node1150,centos7
sched_system_all,node1151,40,191000,(null),idle,node1151,centos7
sched_system_all,node1152,40,191000,(null),idle,node1152,centos7
sched_system_all,node1153,40,191000,(null),idle,node1153,centos7
sched_system_all,node1154,40,191000,(null),idle,node1154,centos7
sched_system_all,node1155,40,191000,(null),idle,node1155,centos7
sched_system_all,node1156,40,191000,(null),idle,node1156,centos7
sched_system_all,node1157,40,191000,(null),idle,node1157,centos7
sched_system_all,node1158,40,191000,(null),idle,node1158,centos7
sched_system_all,node1159,40,191000,(null),idle,node1159,centos7
sched_system_all,node1160,40,191000,(null),idle,node1160,centos7
sched_system_all,node1161,40,191000,(null),idle,node1161,centos7
sched_system_all,node1162,40,191000,(null),idle,node1162,centos7
sched_system_all,node1163,40,191000,(null),idle,node1163,centos7
sched_system_all,node1164,40,191000,(null),idle,node1164,centos7
sched_system_all,node1165,40,191000,(null),idle,node1165,centos7
sched_system_all,node1166,40,191000,(null),idle,node1166,centos7
sched_system_all,node1167,40,191000,(null),idle,node1167,centos7
sched_system_all,node1168,40,191000,(null),idle,node1168,centos7
sched_system_all,node1169,40,191000,(null),idle,node1169,centos7
sched_system_all,node1170,40,191000,(null),idle,node1170,centos7
sched_system_all,node1171,40,191000,(null),idle,node1171,centos7
sched_system_all,node1172,40,191000,(null),idle,node1172,centos7
sched_system_all,node1173,40,191000,(null),idle,node1173,centos7
sched_system_all,node1174,40,191000,(null),idle,node1174,centos7
sched_system_all,node1175,40,191000,(null),idle,node1175,centos7
sched_system_all,node1176,40,191000,(null),idle,node1176,centos7
sched_system_all,node1177,40,191000,(null),idle,node1177,centos7
sched_system_all,node1178,40,191000,(null),idle,node1178,centos7
sched_system_all,node1179,40,191000,(null),idle,node1179,centos7
sched_system_all,node1180,40,191000,(null),idle,node1180,centos7
sched_system_all,node1181,40,191000,(null),idle,node1181,centos7
sched_system_all,node1182,40,191000,(null),idle,node1182,centos7
sched_system_all,node1183,40,191000,(null),idle,node1183,centos7
sched_system_all,node1184,40,191000,(null),idle,node1184,centos7
sched_system_all,node1185,40,191000,(null),idle,node1185,centos7
sched_system_all,node1186,40,191000,(null),idle,node1186,centos7
sched_system_all,node1187,40,191000,(null),idle,node1187,centos7
sched_system_all,node1188,40,191000,(null),idle,node1188,centos7
sched_system_all,node1189,40,191000,(null),idle,node1189,centos7
sched_system_all,node1190,40,191000,(null),idle,node1190,centos7
sched_system_all,node1192,40,191000,(null),idle,node1192,centos7
sched_system_all,node1193,40,191000,(null),idle,node1193,centos7
sched_system_all,node1194,40,191000,(null),idle,node1194,centos7
sched_system_all,node1195,20,128000,gpu:4,idle,node1195,centos7
sched_system_all,node1204,64,515000,gpu:8,idle,node1204,centos7
sched_system_all,node1207,64,515000,gpu:8,idle,node1207,centos7
sched_system_all,node1208,64,515000,gpu:8,idle,node1208,centos7
sched_system_all,node1217,40,63000,(null),idle,node1217,centos7
sched_system_all,node1218,40,63000,(null),idle,node1218,centos7
sched_system_all,node1219,40,63000,(null),idle,node1219,centos7
sched_system_all,node1220,40,63000,(null),idle,node1220,centos7
sched_system_all,node1221,40,63000,(null),idle,node1221,centos7
sched_system_all,node1222,40,63000,(null),idle,node1222,centos7
sched_system_all,node1223,52,773000,(null),idle,node1223,centos7
sched_system_all,node1224,48,772000,(null),idle,node1224,centos7
sched_system_all,node1225,48,772000,(null),idle,node1225,centos7
sched_system_all,node1226,48,772000,(null),idle,node1226,centos7
sched_system_all,node1228,48,772000,gpu:10,idle,node1228,centos7
sched_system_all,node1231,40,191000,gpu:4,idle,node1231,centos7
sched_system_all,node1232,40,63000,(null),idle,node1232,centos7
sched_system_all,node1233,40,63000,(null),idle,node1233,centos7
sched_system_all,node1234,40,63000,(null),idle,node1234,centos7
sched_system_all,node1235,40,63000,(null),idle,node1235,centos7
sched_system_all,node1236,52,514000,gpu:8,idle,node1236,centos7
sched_system_all,node1238,128,515000,(null),idle,node1238,centos7
sched_system_all,node1240,48,772000,(null),idle,node1240,centos7
sched_system_all,node1241,48,772000,(null),idle,node1241,centos7
sched_system_all,node1242,96,772000,(null),idle,node1242,centos7
sched_system_all,node1244,128,257000,(null),idle,node1244,centos7
sched_system_all,node1245,128,257000,(null),idle,node1245,centos7
sched_system_all,node1248,128,257000,(null),idle,node1248,centos7
sched_system_all,node1251,128,257000,(null),idle,node1251,centos7
sched_system_all,node1253,128,257000,(null),idle,node1253,centos7
sched_system_all,node1254,128,257000,(null),idle,node1254,centos7
sched_system_all,node1298,48,515000,(null),idle,node1298,centos7
sched_system_all,node1299,48,515000,(null),idle,node1299,centos7
sched_system_all,node1300,48,515000,(null),idle,node1300,centos7
sched_system_all,node1301,48,515000,(null),idle,node1301,centos7
sched_system_all,node1302,48,515000,(null),idle,node1302,centos7
sched_system_all,node1309,48,128000,(null),idle,node1309,centos7
sched_system_all,node1310,48,128000,(null),idle,node1310,centos7
sched_system_all,node1314,48,128000,(null),idle,node1314,centos7
sched_system_all,node1316,48,128000,(null),idle,node1316,centos7
sched_system_all,node1317,48,128000,(null),idle,node1317,centos7
sched_system_all,node1332,48,128000,(null),idle,node1332,centos7
sched_system_all,node1336,48,128000,(null),idle,node1336,centos7
sched_system_all,node1337,48,128000,(null),idle,node1337,centos7
sched_system_all,node1338,48,128000,(null),idle,node1338,centos7
sched_system_all,node1339,48,128000,(null),idle,node1339,centos7
sched_system_all,node1340,48,128000,(null),idle,node1340,centos7
sched_system_all,node1341,48,128000,(null),idle,node1341,centos7
sched_system_all,node1342,48,128000,(null),idle,node1342,centos7
sched_system_all,node1343,48,128000,(null),idle,node1343,centos7
sched_system_all,node1344,48,128000,(null),idle,node1344,centos7
sched_system_all,node1345,48,128000,(null),idle,node1345,centos7
sched_system_all,node1346,48,128000,(null),idle,node1346,centos7
sched_system_all,node1347,128,257000,(null),idle,node1347,centos7
sched_system_all,node1348,128,257000,(null),idle,node1348,centos7
sched_system_all,node1350,128,257000,(null),idle,node1350,centos7
sched_system_all,node1356,128,257000,(null),idle,node1356,centos7
sched_system_all,node1357,128,257000,(null),idle,node1357,centos7
sched_system_all,node1362,128,257000,(null),idle,node1362,centos7
sched_system_all,node1363,56,385000,(null),idle,node1363,centos7
sched_system_all,node1364,56,385000,(null),idle,node1364,centos7
sched_system_all,node1365,56,385000,(null),idle,node1365,centos7
sched_system_all,node1366,56,385000,(null),idle,node1366,centos7
sched_system_all,node1376,40,256000,(null),idle,node1376,centos7
sched_system_all,node1377,40,256000,(null),idle,node1377,centos7
sched_system_all,node1378,40,256000,(null),idle,node1378,centos7
sched_system_all,node1379,40,256000,(null),idle,node1379,centos7
sched_system_all,node1380,40,256000,(null),idle,node1380,centos7
sched_system_all,node1381,40,256000,(null),idle,node1381,centos7
sched_system_all,node1382,40,256000,(null),idle,node1382,centos7
sched_system_all,node1383,40,256000,(null),idle,node1383,centos7
sched_system_all,node1384,40,256000,(null),idle,node1384,centos7
sched_system_all,node1386,40,256000,(null),idle,node1386,centos7
sched_system_all,node1387,40,256000,(null),idle,node1387,centos7
sched_system_all,node1388,40,256000,(null),idle,node1388,centos7
sched_system_all,node1389,40,256000,(null),idle,node1389,centos7
sched_system_all,node1390,40,256000,(null),idle,node1390,centos7
sched_system_all,node1391,40,256000,(null),idle,node1391,centos7
sched_system_all,node1392,40,256000,(null),idle,node1392,centos7
sched_system_all,node1393,40,256000,(null),idle,node1393,centos7
sched_system_all,node1394,40,256000,(null),idle,node1394,centos7
sched_system_all,node1395,40,256000,(null),idle,node1395,centos7
sched_system_all,node1396,40,256000,(null),idle,node1396,centos7
sched_system_all,node1397,40,256000,(null),idle,node1397,centos7
sched_system_all,node1398,40,256000,(null),idle,node1398,centos7
sched_system_all,node1400,64,386000,(null),idle,node1400,centos7
sched_system_all,node1401,64,386000,(null),idle,node1401,centos7
sched_system_all,node1402,64,386000,(null),idle,node1402,centos7
sched_system_all,node1403,64,386000,(null),idle,node1403,centos7
sched_system_all,node1404,64,386000,(null),idle,node1404,centos7
sched_system_all,node1405,64,386000,(null),idle,node1405,centos7
sched_system_all,node1406,64,386000,(null),idle,node1406,centos7
sched_system_all,node1407,64,386000,(null),idle,node1407,centos7
sched_system_all,node1408,64,386000,(null),idle,node1408,centos7
sched_system_all,node1409,64,386000,(null),idle,node1409,centos7
sched_system_all,node1410,64,386000,(null),idle,node1410,centos7
sched_system_all,node1411,64,386000,(null),idle,node1411,centos7
sched_system_all,node1412,64,386000,(null),idle,node1412,centos7
sched_system_all,node1413,64,386000,(null),idle,node1413,centos7
sched_system_all,node1414,64,386000,(null),idle,node1414,centos7
sched_system_all,node1415,64,386000,(null),idle,node1415,centos7
sched_system_all,node1417,64,386000,(null),idle,node1417,centos7
sched_system_all,node1418,64,386000,(null),idle,node1418,centos7
sched_system_all,node1419,64,386000,(null),idle,node1419,centos7
sched_system_all,node1420,64,386000,(null),idle,node1420,centos7
sched_system_all,node1421,64,386000,(null),idle,node1421,centos7
sched_system_all,node1422,64,386000,(null),idle,node1422,centos7
sched_system_all,node1423,64,386000,(null),idle,node1423,centos7
sched_system_all,node1424,64,386000,(null),idle,node1424,centos7
sched_system_all,node1445,64,386000,(null),idle,node1445,centos7
sched_system_all,node1446,64,386000,(null),idle,node1446,centos7
sched_system_all,node1447,64,386000,(null),idle,node1447,centos7
sched_system_all,node1448,64,386000,(null),idle,node1448,centos7
sched_system_all,node1449,64,386000,(null),idle,node1449,centos7
sched_system_all,node1450,64,386000,(null),idle,node1450,centos7
sched_system_all,node1451,64,386000,(null),idle,node1451,centos7
sched_system_all,node1452,64,386000,(null),idle,node1452,centos7
sched_system_all,node1453,64,386000,(null),idle,node1453,centos7
sched_system_all,node1454,64,386000,(null),idle,node1454,centos7
sched_system_all,node1455,64,386000,(null),idle,node1455,centos7
sched_system_all,node1456,64,386000,(null),idle,node1456,centos7
sched_system_all,node1457,64,386000,(null),idle,node1457,centos7
sched_system_all,node1458,64,386000,(null),idle,node1458,centos7
sched_system_all,node1459,64,386000,(null),idle,node1459,centos7
sched_system_all,node1460,64,386000,(null),idle,node1460,centos7
sched_system_all,node1461,64,386000,(null),idle,node1461,centos7
sched_system_all,node1462,64,386000,(null),idle,node1462,centos7
sched_system_all,node1463,128,515000,gpu:4,idle,node1463,centos7
sched_system_all,node1614,96,386000,(null),idle,node1614,rocky8
sched_system_all,node1615,96,386000,(null),idle,node1615,rocky8
sched_system_all,node1616,96,386000,(null),idle,node1616,rocky8
sched_system_all,node1617,96,386000,(null),idle,node1617,rocky8
sched_system_all,node1618,96,386000,(null),idle,node1618,rocky8
sched_system_all,node1619,96,386000,(null),idle,node1619,rocky8
sched_system_all,node1622,192,1547000,(null),idle,node1622,rocky8,r9a-c03
sched_system_all,node1623,192,1547000,(null),idle,node1623,rocky8
sched_system_all,node1624,192,1547000,(null),idle,node1624,rocky8
sched_system_all,node1625,192,1547000,(null),idle,node1625,rocky8
sched_system_all,node1626,96,386000,(null),idle,node1626,rocky8
sched_system_all,node1627,96,386000,(null),idle,node1627,rocky8
sched_system_all,node1628,96,386000,(null),idle,node1628,rocky8
sched_system_all,node1629,96,386000,(null),idle,node1629,rocky8
sched_system_all,node1630,96,386000,(null),idle,node1630,rocky8
sched_system_all,node1631,96,386000,(null),idle,node1631,rocky8
sched_system_all,node1632,64,1031000,gpu:l40s:4,idle,node1632,rocky8
sched_system_all,node1633,64,1031000,gpu:l40s:4,idle,node1633,rocky8
sched_system_all,node1704,64,386000,gpu:l40s:2,idle,node1704,rocky8
sched_system_all,node1705,64,386000,gpu:l40s:2,idle,node1705,rocky8
sched_system_all,node1708,48,386000,gpu:h100:2,idle,node1708,rocky8
sched_system_all,node1709,48,386000,gpu:h100:2,idle,node1709,rocky8
sched_system_all,node1804,48,386000,gpu:l40s:3,idle,node1804,rocky8
sched_system_all,node1805,48,386000,gpu:l40s:3,idle,node1805,rocky8
sched_system_all,node1908,192,386000,(null),idle,node1908,rocky8
sched_system_all,node1921,64,257000,(null),idle,node1921,rocky8
sched_system_all,node1922,64,257000,(null),idle,node1922,rocky8
sched_system_all,node1923,64,257000,(null),idle,node1923,rocky8
sched_system_all,node1924,64,257000,(null),idle,node1924,rocky8
sched_system_all,node1925,64,257000,(null),idle,node1925,rocky8
sched_system_all,node1926,64,257000,(null),idle,node1926,rocky8
sched_system_all,node1928,64,1031000,gpu:a100:4,idle,node1928,rocky8
sched_system_all,node2006,64,257000,(null),idle,node2006,rocky8
sched_system_all,node2012,64,257000,(null),idle,node2012,rocky8
sched_system_all,node2013,64,257000,(null),idle,node2013,rocky8
sched_system_all,node2014,64,257000,(null),idle,node2014,rocky8
sched_system_all,node2015,64,257000,(null),idle,node2015,rocky8
sched_system_all,node2016,64,257000,(null),idle,node2016,rocky8
sched_system_all,node2017,64,257000,(null),idle,node2017,rocky8
sched_system_all,node2018,64,257000,(null),idle,node2018,rocky8
sched_system_all,node2019,64,257000,(null),idle,node2019,rocky8
sched_system_all,node2020,64,257000,(null),idle,node2020,rocky8
sched_system_all,node2021,64,257000,(null),idle,node2021,rocky8
sched_system_all,node2022,64,257000,(null),idle,node2022,rocky8
sched_system_all,node2023,64,257000,(null),idle,node2023,rocky8
sched_system_all,node2104,128,515000,gpu:a100:4,idle,node2104,rocky8
sched_system_all,node2119,128,515000,gpu:a100:4,idle,node2119,rocky8
sched_system_all,node2300,128,515000,gpu:a100:4,idle,node2300,rocky8
sched_system_all,node2301,128,515000,gpu:a100:4,idle,node2301,rocky8
sched_system_all,node2302,128,515000,gpu:a100:4,idle,node2302,rocky8
sched_system_all,node2303,128,515000,gpu:a100:4,idle,node2303,rocky8
sched_system_all,node2304,128,515000,gpu:a100:4,idle,node2304,rocky8
sched_system_all,node2403,64,1031000,gpu:a40:4,idle,node2403,rocky8
sched_system_all,node2404,64,192000,(null),idle,node2404,rocky8
sched_system_all,node2405,64,192000,(null),idle,node2405,rocky8
sched_system_all,node2406,64,192000,(null),idle,node2406,rocky8
sched_system_all,node2407,64,192000,(null),idle,node2407,rocky8
sched_system_all,node2408,64,192000,(null),idle,node2408,rocky8
sched_system_all,node2412,64,257000,(null),idle,node2412,rocky8
sched_system_all,node2413,64,257000,(null),idle,node2413,rocky8
sched_system_all,node2416,40,515000,gpu:a100:4,idle,node2416,rocky8
sched_system_all,node2417,40,515000,gpu:a100:4,idle,node2417,rocky8
